,name,type,address,lng,lat,province,city,district,Unnamed: 8
0,芳庭潘园,商务住宅;住宅区;住宅小区,芳庭路68,118.728905,32.219022,江苏省,南京市,六合区,
1,晓山北村(芳庭路),商务住宅;住宅区;住宅小区,晓山北村52,118.732068,32.214227,江苏省,南京市,六合区,
2,仁锦苑,商务住宅;住宅区;住宅小区,葛中南路西50米,118.72521,32.221016,江苏省,南京市,六合区,
3,芳庭潘园(东门),商务住宅;商务住宅相关;商务住宅相关,六合大道西50米,118.731414,32.218558,江苏省,南京市,六合区,
4,晓山路59号住宅,商务住宅;住宅区;住宅区,六合晓山路59号,118.741,32.219355,江苏省,南京市,六合区,
5,海棠花园,商务住宅;住宅区;住宅小区,新华西路68-1号,118.741196,32.216761,江苏省,南京市,六合区,
6,瑞凯国际,商务住宅;楼宇;商住两用楼宇,晓山路101号,118.73897,32.219844,江苏省,南京市,六合区,
7,腾泰雅苑,商务住宅;住宅区;住宅小区,草芳路118号,118.739166,32.217481,江苏省,南京市,六合区,
8,草芳新苑,商务住宅;住宅区;住宅小区,草芳路69号,118.735513,32.217971,江苏省,南京市,六合区,
9,晓山北村(晓山路),商务住宅;住宅区;住宅小区,晓山路151号,118.734486,32.220522,江苏省,南京市,六合区,
10,晓山一村,商务住宅;住宅区;住宅小区,新华西路76-3号,118.738083,32.215432,江苏省,南京市,六合区,
11,新广厦小区,商务住宅;住宅区;住宅小区,晓山一村,118.740765,32.218331,江苏省,南京市,六合区,
12,开阳苑,商务住宅;住宅区;住宅小区,晓山路70号附近,118.736981,32.221923,江苏省,南京市,六合区,
13,圣得山庄,商务住宅;住宅区;住宅小区,杨新路195号,118.739822,32.215058,江苏省,南京市,六合区,
14,荣盛水景城小区,商务住宅;住宅区;住宅小区,芳草路213号,118.739528,32.223667,江苏省,南京市,六合区,
15,草芳晓山,商务住宅;住宅区;住宅区,六合草芳晓山,118.739193,32.220075,江苏省,南京市,六合区,
16,开阳苑(西南门),商务住宅;商务住宅相关;商务住宅相关,晓山路70号附近,118.736899,32.221728,江苏省,南京市,六合区,
17,摇光苑,商务住宅;商务住宅相关;商务住宅相关,晓山路104号,118.738722,32.221135,江苏省,南京市,六合区,
18,海棠花园休闲广场,商务住宅;商务住宅相关;商务住宅相关,新华西路与芳庭路交叉口西北200米,118.74008,32.21561,江苏省,南京市,六合区,
19,天权苑,商务住宅;商务住宅相关;商务住宅相关,晓山路102号,118.738999,32.220746,江苏省,南京市,六合区,
20,玉衡苑,商务住宅;商务住宅相关;商务住宅相关,草芳路213号,118.741502,32.222371,江苏省,南京市,六合区,
21,阿尔卡迪亚(西门),商务住宅;商务住宅相关;商务住宅相关,晓山路102,118.73586,32.221226,江苏省,南京市,六合区,
22,阿尔卡迪亚三期新天地B座,商务住宅;商务住宅相关;商务住宅相关,晓山路166号附近,118.73529,32.22149,江苏省,南京市,六合区,
23,邮电大楼,商务住宅;住宅区;住宅小区,健民路189号,118.748091,32.221767,江苏省,南京市,六合区,
24,烟草大厦,商务住宅;楼宇;商务写字楼,健民路200号,118.74677,32.223179,江苏省,南京市,六合区,
25,三丰公寓,商务住宅;住宅区;住宅小区,新华路129号,118.747547,32.223718,江苏省,南京市,六合区,
26,永利晶华城,商务住宅;住宅区;住宅区,健民路与新华路交叉口南50米,118.74693,32.222198,江苏省,南京市,六合区,
27,化建大厦,商务住宅;楼宇;商务写字楼,新华路162号附近,118.748379,32.223158,江苏省,南京市,六合区,
28,永利公寓,商务住宅;住宅区;住宅小区,健民路189号,118.748124,32.221581,江苏省,南京市,六合区,
29,新华西路小区,商务住宅;住宅区;住宅小区,新华西路,118.74807,32.21999,江苏省,南京市,六合区,
30,新华六村小区,商务住宅;住宅区;住宅小区,新华路,118.74403,32.222407,江苏省,南京市,六合区,
31,山潘村,商务住宅;住宅区;住宅区,葛关路山潘村,118.74478,32.22129,江苏省,南京市,六合区,
32,都市1819,商务住宅;住宅区;住宅区,健民路211号,118.748298,32.221421,江苏省,南京市,六合区,
33,新红旗村,商务住宅;楼宇;商住两用楼宇|商务住宅;住宅区;住宅区,健民路4号附近,118.744981,32.224024,江苏省,南京市,六合区,
34,潼恩国际,商务住宅;商务住宅相关;商务住宅相关,大厂街道新华路218号,118.74988,32.22398,江苏省,南京市,六合区,
35,新华四村(南门),商务住宅;商务住宅相关;商务住宅相关,健民路与旭东路交叉口东北100米,118.751233,32.22064,江苏省,南京市,六合区,
36,南京证券大厦,商务住宅;楼宇;商务写字楼,新华路139号,118.748131,32.223659,江苏省,南京市,六合区,
37,电影院宿舍楼,商务住宅;住宅区;宿舍,西厂门街附近,118.760902,32.216547,江苏省,南京市,六合区,
38,周洼新村25号楼,商务住宅;商务住宅相关;商务住宅相关,旭东路389号附近,118.757197,32.223232,江苏省,南京市,六合区,
39,周洼新村,商务住宅;住宅区;住宅小区,沿江工业开发区西厂门街道旭东路上,118.757251,32.22401,江苏省,南京市,六合区,
40,新华四村,商务住宅;住宅区;住宅小区,沿江工业开发区新华路,118.754894,32.221168,江苏省,南京市,六合区,
41,凤西路社区,商务住宅;住宅区;住宅小区,凤凰北路与凤凰南路交叉口西南100米,118.761099,32.215977,江苏省,南京市,六合区,
42,太子山小区,商务住宅;住宅区;住宅小区,太子山路南50米,118.756126,32.214858,江苏省,南京市,六合区,
43,小门,商务住宅;住宅区;住宅区,凤凰东路与毕洼路交叉口北150米,118.763337,32.220041,江苏省,南京市,六合区,
44,周洼新村23号楼,商务住宅;商务住宅相关;商务住宅相关,旭东路北150米附近,118.757269,32.224161,江苏省,南京市,六合区,
45,南京沿江科创中心6号楼,商务住宅;楼宇;商务写字楼,沿江工业开发区葛关路108号,118.767312,32.224191,江苏省,南京市,六合区,
46,东盛大厦,商务住宅;住宅区;住宅区,葛关路42号,118.768779,32.222711,江苏省,南京市,六合区,
47,永元公寓,商务住宅;住宅区;住宅小区,凤凰东路,118.765014,32.222773,江苏省,南京市,六合区,
48,医院公寓,商务住宅;住宅区;宿舍|商务住宅;住宅区;住宅小区,玉带镇,118.908486,32.222492,江苏省,南京市,六合区,
49,润玉水苑2期,商务住宅;住宅区;住宅区,润玉路88,118.91206,32.223861,江苏省,南京市,六合区,
50,润玉水苑1期,商务住宅;住宅区;住宅区,润玉路79,118.91443,32.224121,江苏省,南京市,六合区,
51,盘城新居,商务住宅;住宅区;住宅区,盘城后街38号,118.707928,32.208282,江苏省,南京市,浦口区,
52,南京信息工程大学教师公寓,商务住宅;住宅区;住宅小区,盘城后街南200米,118.712749,32.204995,江苏省,南京市,浦口区,
53,南京信息工程大学文园16幢,商务住宅;住宅区;宿舍,,118.707818,32.205176,江苏省,南京市,浦口区,
54,南京信息工程大学文园13幢,商务住宅;住宅区;宿舍,,118.708102,32.204897,江苏省,南京市,浦口区,
55,南京信息工程大学文园15幢,商务住宅;住宅区;宿舍,,118.707791,32.204947,江苏省,南京市,浦口区,
56,南京信息工程大学文园14幢,商务住宅;住宅区;宿舍,,118.70814,32.205231,江苏省,南京市,浦口区,
57,南京信息工程大学文园12幢,商务住宅;住宅区;宿舍,,118.707762,32.204491,江苏省,南京市,浦口区,
58,南京信息工程大学文园17幢,商务住宅;住宅区;宿舍,,118.706297,32.205301,江苏省,南京市,浦口区,
59,盘城新居北园,商务住宅;住宅区;住宅区,盘城后街38号,118.711698,32.208512,江苏省,南京市,浦口区,
60,盘锦花园,商务住宅;住宅区;住宅小区,盘城镇南京气象学院北大门对面,118.71942,32.208308,江苏省,南京市,浦口区,
61,盘城公寓,商务住宅;住宅区;住宅小区,盘城镇盘城中街10号(苏果超市旁),118.714071,32.211567,江苏省,南京市,浦口区,
62,盘欣家园,商务住宅;住宅区;住宅小区,盘新路88号(公交车站),118.721603,32.207473,江苏省,南京市,浦口区,
63,儒林学士府,商务住宅;住宅区;住宅小区,盘城新街108号,118.716393,32.207058,江苏省,南京市,浦口区,
64,南京信息工程大学晖园,商务住宅;住宅区;宿舍,盘城新街与盘新路交叉口东南200米,118.720022,32.205806,江苏省,南京市,浦口区,
65,南京信息工程大学留学生公寓,商务住宅;住宅区;宿舍,宁六路219号南京信息工程大学,118.715795,32.205309,江苏省,南京市,浦口区,
66,教师家属宿舍15幢,商务住宅;住宅区;宿舍,,118.714326,32.204332,江苏省,南京市,浦口区,
67,教师家属宿舍1幢,商务住宅;住宅区;宿舍,,118.715047,32.204992,江苏省,南京市,浦口区,
68,家属宿舍2幢,商务住宅;住宅区;宿舍,盘城后街,118.715097,32.204736,江苏省,南京市,浦口区,
69,教师家属宿舍10幢,商务住宅;住宅区;宿舍,盘城后街东200米,118.715013,32.20563,江苏省,南京市,浦口区,
70,盘锦花园(西门),商务住宅;商务住宅相关;商务住宅相关,盘新路26号,118.717823,32.208038,江苏省,南京市,浦口区,
71,南京信息工程大学晖园北区,商务住宅;住宅区;宿舍,盘城新街附近,118.719985,32.205846,江苏省,南京市,浦口区,
72,南京信息工程大学晖园南区,商务住宅;住宅区;宿舍,盘城新街附近,118.72023,32.205143,江苏省,南京市,浦口区,
73,教师家属宿舍4幢,商务住宅;住宅区;宿舍,盘城后街,118.715016,32.204286,江苏省,南京市,浦口区,
74,教师家属宿舍3幢,商务住宅;住宅区;宿舍,盘城后街,118.715011,32.204495,江苏省,南京市,浦口区,
75,徐窑花园,商务住宅;住宅区;住宅小区,六合大厂区徐窑花园,118.714529,32.213619,江苏省,南京市,浦口区,
76,鑫庭雅苑,商务住宅;住宅区;住宅小区,盘城镇杨新路5号,118.730695,32.209884,江苏省,南京市,浦口区,
77,福基瑞景园,商务住宅;住宅区;住宅小区,杨新路66号(公交车站),118.731995,32.207275,江苏省,南京市,六合区,
78,福基紫景园,商务住宅;住宅区;住宅小区,杨新路77号(公交车站),118.731616,32.209228,江苏省,南京市,六合区,
79,宝润花园(泰亿步行街),商务住宅;住宅区;住宅小区,新华西路76-3号,118.733936,32.214166,江苏省,南京市,六合区,
80,鑫港大厦,商务住宅;楼宇;商务写字楼,杨新路与江北大道快速路交叉口东150米,118.729877,32.208454,江苏省,南京市,浦口区,
81,福基国际花园,商务住宅;住宅区;住宅小区,杨新路60号,118.73141,32.2077,江苏省,南京市,六合区,
82,徐窑小区,商务住宅;住宅区;住宅小区,盘城街道宁六路298号,118.731537,32.212369,江苏省,南京市,浦口区,
83,杨庄西村小区,商务住宅;住宅区;住宅小区,大厂扬新路,118.732661,32.209396,江苏省,南京市,六合区,
84,南钢三村,商务住宅;楼宇;商住两用楼宇|商务住宅;住宅区;住宅区,盘新路84号附近,118.727659,32.209473,江苏省,南京市,浦口区,
85,福基紫景园北区,商务住宅;住宅区;住宅小区,杨新路77号,118.731743,32.208268,江苏省,南京市,六合区,
86,桂馨园(杨新路),商务住宅;住宅区;住宅小区,新华西路326号,118.734215,32.206824,江苏省,南京市,六合区,
87,湖滨村(旭东路),商务住宅;住宅区;住宅小区,大厂镇凤南街,118.739962,32.204526,江苏省,南京市,六合区,
88,新庄东村,商务住宅;住宅区;住宅小区,沿江工业开发区杨新路151号,118.735964,32.209006,江苏省,南京市,六合区,
89,化建新一村,商务住宅;住宅区;住宅小区,杨新路229号,118.740606,32.210381,江苏省,南京市,六合区,
90,杨庄南村,商务住宅;住宅区;住宅小区,杨新路(公交车站),118.735592,32.210193,江苏省,南京市,六合区,
91,杨庄北村小区,商务住宅;住宅区;住宅小区,杨庄北村,118.738097,32.211609,江苏省,南京市,六合区,
92,湖滨新寓,商务住宅;住宅区;住宅小区,湖滨路,118.739757,32.204397,江苏省,南京市,六合区,
93,新庄西村,商务住宅;住宅区;住宅区,新庄西村(杨新路147号旁),118.734758,32.207616,江苏省,南京市,六合区,
94,风南小区,商务住宅;住宅区;住宅小区,杨新路252号,118.742241,32.208393,江苏省,南京市,六合区,
95,杨庄新村东苑,商务住宅;住宅区;住宅小区,杨庄新村生活区东苑附近,118.73771,32.213095,江苏省,南京市,六合区,
96,杨庄新村西苑,商务住宅;住宅区;住宅小区,沿江工业开发区,118.734336,32.212873,江苏省,南京市,六合区,
97,凤南园,商务住宅;住宅区;住宅区,杨新路400号(公交车站),118.748601,32.206586,江苏省,南京市,六合区,
98,凤南公寓1号,商务住宅;住宅区;宿舍,杨新路398号,118.748798,32.206437,江苏省,南京市,六合区,
99,凤南路小区,商务住宅;住宅区;住宅小区,凤南路,118.74658,32.205848,江苏省,南京市,六合区,
100,五村宿舍,商务住宅;住宅区;宿舍,凤滨路与杨新路交叉口西南100米,118.750717,32.204683,江苏省,南京市,六合区,
101,凤滨嘉园,商务住宅;住宅区;住宅小区,凤滨路18号(九龙公园对面),118.745189,32.205161,江苏省,南京市,六合区,
102,吴家洼,商务住宅;住宅区;住宅小区,凤凰南路,118.7582,32.2128,江苏省,南京市,六合区,
103,悦力产业大楼,商务住宅;楼宇;商务写字楼,凤凰南路西200米,118.755455,32.209283,江苏省,南京市,六合区,
104,百悦家花园,商务住宅;住宅区;住宅小区,育英路299号,118.756242,32.212574,江苏省,南京市,六合区,
105,沿江工业开发区百阅家园,商务住宅;住宅区;住宅区,沿江工业开发区百阅家园4栋608室,118.75573,32.21193,江苏省,南京市,六合区,
106,龙袍镇长江社区,商务住宅;住宅区;住宅小区,水杉路,118.992327,32.206023,江苏省,南京市,六合区,
107,南京信息工程大学沁园,商务住宅;住宅区;宿舍,龙山北路西200米,118.713284,32.201146,江苏省,南京市,浦口区,
108,南京信息工程大学文园,商务住宅;住宅区;宿舍,龙山北路,118.707628,32.202915,江苏省,南京市,浦口区,
109,南京信息工程大学文园5幢,商务住宅;住宅区;宿舍,龙山北路南京信息工程大学文园附近,118.707335,32.20258,江苏省,南京市,浦口区,
110,南京信息工程大学文园19幢,商务住宅;住宅区;宿舍,,118.706495,32.202177,江苏省,南京市,浦口区,
111,南京信息工程大学文园18幢,商务住宅;住宅区;宿舍,,118.708065,32.203943,江苏省,南京市,浦口区,
112,南京信息工程大学文园6-7幢,商务住宅;住宅区;宿舍,盘城南路,118.707282,32.203076,江苏省,南京市,浦口区,
113,南京信息工程大学文园3-4幢,商务住宅;住宅区;宿舍,盘城南路,118.706433,32.202558,江苏省,南京市,浦口区,
114,南京信息工程大学文园11幢,商务住宅;住宅区;宿舍,,118.707187,32.204145,江苏省,南京市,浦口区,
115,陆楼14号,商务住宅;商务住宅相关;商务住宅相关,盘城新街与丁永线交叉口西行100米路北南信台球城3楼,118.719292,32.202147,江苏省,南京市,浦口区,
116,臻善一号,商务住宅;商务住宅相关;商务住宅相关,龙山北路11号(南京信息工程大学中苑南门向东),118.718939,32.201751,江苏省,南京市,浦口区,
117,教师家属宿舍14幢,商务住宅;住宅区;宿舍,,118.714401,32.204071,江苏省,南京市,浦口区,
118,教师家属宿舍12幢,商务住宅;住宅区;宿舍,,118.714469,32.203537,江苏省,南京市,浦口区,
119,教师家属宿舍11幢,商务住宅;住宅区;宿舍,,118.714515,32.203313,江苏省,南京市,浦口区,
120,教师家属宿舍6幢,商务住宅;住宅区;宿舍,盘城后街,118.71507,32.203891,江苏省,南京市,浦口区,
121,教师家属宿舍7幢,商务住宅;住宅区;宿舍,盘城后街,118.71507,32.203655,江苏省,南京市,浦口区,
122,南信大教师公寓,商务住宅;商务住宅相关;商务住宅相关,盘城新街114号,118.720178,32.203112,江苏省,南京市,浦口区,
123,盘金华府,商务住宅;住宅区;住宅小区,新华西路458号(新华路西侧),118.732068,32.203262,江苏省,南京市,浦口区,
124,盘龙山庄,商务住宅;住宅区;住宅小区,水上高新宁六路268号,118.729626,32.199418,江苏省,南京市,浦口区,
125,盘金华府2期,商务住宅;住宅区;住宅区,新华西路458号(公交车站),118.733556,32.202492,江苏省,南京市,浦口区,
126,盘金华府1期,商务住宅;住宅区;住宅区,新华西路454号,118.733624,32.202526,江苏省,南京市,六合区,
127,小区(凤南街),商务住宅;住宅区;住宅小区,凤滨路与凤南街交汇处,118.739987,32.200211,江苏省,南京市,六合区,
128,湖滨村(湖滨路),商务住宅;住宅区;住宅小区,杨庄湖滨村(公交车站),118.740498,32.199567,江苏省,南京市,六合区,
129,湖滨小区,商务住宅;住宅区;住宅小区,湖滨路12号,118.738808,32.200897,江苏省,南京市,六合区,
130,凤南小区(凤南街),商务住宅;住宅区;住宅小区,杨新路252号,118.740491,32.200398,江苏省,南京市,六合区,
131,湖滨六号院,商务住宅;住宅区;住宅区,凤滨路南100米,118.73869,32.201465,江苏省,南京市,六合区,
132,湖滨七号院,商务住宅;住宅区;住宅小区,凤南街与凤滨路交叉口西南200米,118.739322,32.201865,江苏省,南京市,六合区,
133,南钢三村小区,商务住宅;住宅区;住宅小区,南钢三村,118.741855,32.198087,江苏省,南京市,六合区,
134,北山坡宿舍2幢,商务住宅;住宅区;宿舍,幸福路与康乐路交叉口西北150米,118.742435,32.198459,江苏省,南京市,六合区,
135,九龙洼,商务住宅;住宅区;住宅小区,南钢湖傧路九龙洼(公交车站),118.741286,32.196628,江苏省,南京市,六合区,
136,金鹏公寓,商务住宅;住宅区;宿舍,大厂街道卸甲甸街道,118.743047,32.19928,江苏省,南京市,六合区,
137,湖滨村8号院,商务住宅;住宅区;住宅小区,凤滨路181号附近,118.73923,32.202851,江苏省,南京市,六合区,
138,南钢四村2号院,商务住宅;住宅区;住宅小区,康乐路35号附近,118.74301,32.200954,江苏省,南京市,六合区,
139,南钢四村小区,商务住宅;住宅区;住宅小区,卸甲甸大厂村,118.74368,32.199539,江苏省,南京市,六合区,
140,湖滨九号院,商务住宅;住宅区;住宅区,凤滨路157号附近,118.740119,32.203146,江苏省,南京市,六合区,
141,南钢一村小区,商务住宅;住宅区;住宅小区,幸福路与环山路交叉口东南100米,118.743927,32.196927,江苏省,南京市,六合区,
142,卸甲山庄,商务住宅;住宅区;住宅小区,凤滨路158号,118.741822,32.203509,江苏省,南京市,六合区,
143,南钢六村小区,商务住宅;住宅区;住宅小区,凤滨路附近,118.735889,32.203502,江苏省,南京市,六合区,
144,创业街A区55号,商务住宅;商务住宅相关;商务住宅相关,凤南街62号附近,118.740884,32.201375,江苏省,南京市,六合区,
145,创业街A区56号,商务住宅;商务住宅相关;商务住宅相关,凤南街62号附近,118.741032,32.201447,江苏省,南京市,六合区,
146,创业街A区54号,商务住宅;商务住宅相关;商务住宅相关,凤南街60号附近,118.740737,32.201304,江苏省,南京市,六合区,
147,创业街A区53号,商务住宅;商务住宅相关;商务住宅相关,凤南街58号附近,118.740589,32.201232,江苏省,南京市,六合区,
148,南刚科技楼,商务住宅;楼宇;商务写字楼,凤滨路51号,118.747174,32.203431,江苏省,南京市,六合区,
149,南钢五村,商务住宅;住宅区;住宅区,卸甲甸南钢五村,118.751217,32.204197,江苏省,南京市,六合区,
150,南钢二村,商务住宅;住宅区;住宅区,近郊幸福路,118.747752,32.202194,江苏省,南京市,六合区,
151,光明社区,商务住宅;住宅区;住宅小区,跃进路东50米,118.836363,32.197652,江苏省,南京市,栖霞区,
152,太华园,商务住宅;住宅区;住宅小区,西街28号,118.950082,32.195896,江苏省,南京市,六合区,
153,龙袍中心转盘,商务住宅;商务住宅相关;商务住宅相关,青玉线,118.952984,32.197071,江苏省,南京市,六合区,
154,园心园,商务住宅;商务住宅相关;商务住宅相关,龙江路3号,118.954006,32.196946,江苏省,南京市,六合区,
155,六合茉莉花园,商务住宅;商务住宅相关;商务住宅相关,洲滩渡假村南,118.993771,32.199697,江苏省,南京市,六合区,
156,雅居乐林语城,商务住宅;住宅区;住宅区,汊河新城,118.592895,32.189862,江苏省,南京市,浦口区,
157,朗诗未来街区,商务住宅;住宅区;住宅小区,星火北路新锦湖路交叉口,118.712419,32.186666,江苏省,南京市,浦口区,
158,绿地悦峰公馆,商务住宅;商务住宅相关;商务住宅相关,何庄路,118.728172,32.18799,江苏省,南京市,浦口区,
159,南钢集团(十四号门),商务住宅;商务住宅相关;商务住宅相关,A8路与B1路交叉口西50米,118.731296,32.186771,江苏省,南京市,浦口区,
160,家春秋,商务住宅;住宅区;住宅小区,八卦洲街86号(八卦洲小城镇长江路以北),118.809211,32.189283,江苏省,南京市,栖霞区,
161,家春秋,商务住宅;住宅区;住宅小区,栖霞八卦洲小城镇,118.814402,32.190843,江苏省,南京市,栖霞区,
162,幸福家园,商务住宅;住宅区;住宅小区,跃进西路与跃进路交叉口南200米,118.831923,32.18591,江苏省,南京市,栖霞区,
163,绿水湾小区,商务住宅;住宅区;住宅小区,国余线附近,118.5939,32.183833,江苏省,南京市,浦口区,
164,埔义生态园办公楼,商务住宅;楼宇;商务写字楼,中心西街5号,118.61212,32.18408,江苏省,南京市,浦口区,
165,南京信息工程大学滨江学院花旗营校区女生公寓,商务住宅;住宅区;宿舍,,118.681637,32.176867,江苏省,南京市,浦口区,
166,南京信息工程大学滨江学院花旗营校区男生公寓,商务住宅;住宅区;宿舍,,118.681542,32.1765,江苏省,南京市,浦口区,
167,裕民家园,商务住宅;住宅区;住宅小区,龙泰路22号,118.686383,32.177852,江苏省,南京市,浦口区,
168,永丰公寓,商务住宅;住宅区;住宅小区,永锦路1号,118.688188,32.17449,江苏省,南京市,浦口区,
169,南京生物医药谷研发楼,商务住宅;楼宇;商务写字楼,新锦湖路3-1号附近,118.69491,32.18293,江苏省,南京市,浦口区,
170,新城·香溢紫郡,商务住宅;住宅区;住宅小区,星火北路8号,118.698761,32.176846,江苏省,南京市,浦口区,
171,新城香槟广场,商务住宅;住宅区;住宅小区,学府路(星火路口),118.698087,32.174716,江苏省,南京市,浦口区,
172,新城·香溢紫郡南区,商务住宅;住宅区;住宅小区,学府路与星火路交汇处新城·香溢紫郡附近,118.698876,32.176539,江苏省,南京市,浦口区,
173,新城香溢紫郡雅苑,商务住宅;住宅区;住宅小区,新锦湖路南200米,118.699346,32.181023,江苏省,南京市,浦口区,
174,香溢紫郡雅苑2期,商务住宅;商务住宅相关;商务住宅相关,星火路,118.698427,32.178455,江苏省,南京市,浦口区,
175,弘阳时光里,商务住宅;住宅区;住宅小区,蓝海路与高新北路交汇处,118.710982,32.181569,江苏省,南京市,浦口区,
176,亚泰山语湖,商务住宅;住宅区;住宅小区,永新路与蓝海路交汇处,118.706094,32.183479,江苏省,南京市,浦口区,
177,新城花漾紫郡,商务住宅;住宅区;住宅小区,新锦湖路南京朗诗未来街区东南侧,118.711793,32.184063,江苏省,南京市,浦口区,
178,招商兰溪谷,商务住宅;住宅区;住宅小区,新锦湖路,118.70756,32.184026,江苏省,南京市,浦口区,
179,绿地悦峰公馆,商务住宅;住宅区;住宅小区,新锦湖路,118.713464,32.181528,江苏省,南京市,浦口区,
180,弘阳G68地块,商务住宅;住宅区;住宅区,高新区高新北路以西、南大浦口校区以东(3-5)地块,118.710084,32.178009,江苏省,南京市,浦口区,
181,招商·兰溪谷Ⅱ期,商务住宅;住宅区;住宅小区,新锦湖路东200米,118.708884,32.184001,江苏省,南京市,浦口区,
182,南京大学浦口校区3栋宿舍,商务住宅;住宅区;宿舍,育英路附近,118.705964,32.177736,江苏省,南京市,浦口区,
183,富乐盛学府路项目,商务住宅;住宅区;住宅区,南京高新技术开发区,118.71543,32.174583,江苏省,南京市,浦口区,
184,绿地新里·悦峰公馆,商务住宅;住宅区;住宅小区,地铁S8号线高新站2号出口向西500米,118.719209,32.177696,江苏省,南京市,浦口区,
185,旭日学府,商务住宅;住宅区;住宅区,"宁六路75号(高新技术开发区内,宁六公路西侧,学府路北侧)",118.717838,32.175811,江苏省,南京市,浦口区,
186,墩子61号,商务住宅;商务住宅相关;商务住宅相关,学府路54号附近,118.714713,32.176527,江苏省,南京市,浦口区,
187,南京艺之行艺术学校-宿舍楼,商务住宅;住宅区;宿舍,宁王线东50米,118.724608,32.183118,江苏省,南京市,浦口区,
188,丽岛新城(西门),商务住宅;商务住宅相关;商务住宅相关,集镇北路,118.813655,32.174632,江苏省,南京市,栖霞区,
189,丽岛新城,商务住宅;住宅区;住宅小区,鹂岛路86号,118.815696,32.174353,江苏省,南京市,栖霞区,
190,南京软件园15号研发楼,商务住宅;楼宇;商务写字楼,新科二路18号,118.712066,32.170582,江苏省,南京市,浦口区,
191,爱信诺大厦,商务住宅;楼宇;商务写字楼,新科四路与高科四路交叉口东南50米,118.711024,32.16469,江苏省,南京市,浦口区,
192,南京山泉青年公馆,商务住宅;住宅区;住宅小区|住宿服务;旅馆招待所;旅馆招待所,高科五路3号30栋,118.707702,32.168907,江苏省,南京市,浦口区,
193,三号公寓A,商务住宅;住宅区;住宅小区,高科六路3,118.706837,32.168284,江苏省,南京市,浦口区,
194,北园大厦,商务住宅;楼宇;商务写字楼,高新区高科一路2-2号,118.714975,32.16519,江苏省,南京市,浦口区,
195,天晴花园,商务住宅;住宅区;住宅小区,沿江镇泰冯路92号,118.719086,32.164924,江苏省,南京市,浦口区,
196,东苑小区(天晴路),商务住宅;住宅区;住宅小区,泰冯路东苑小区,118.720371,32.165153,江苏省,南京市,浦口区,
197,绿尔德天大楼,商务住宅;商务住宅相关;商务住宅相关,泰冯路98号,118.718699,32.166204,江苏省,南京市,浦口区,
198,南京高新2号公寓,商务住宅;住宅区;住宅小区,高科一路22号,118.71633,32.170276,江苏省,南京市,浦口区,
199,浦源小区,商务住宅;住宅区;住宅小区,泰冯路117号,118.719393,32.16761,江苏省,南京市,浦口区,
200,海润枫景家园(北门),商务住宅;商务住宅相关;商务住宅相关,焦冯路与金庄河南路交叉口南100米,118.725679,32.164842,江苏省,南京市,浦口区,
201,浦口区沿江街道新化社区,商务住宅;住宅区;住宅小区,南浦路东50米,118.743125,32.164489,江苏省,南京市,浦口区,
202,丽岛花园(集镇南路),商务住宅;住宅区;住宅小区,鹂岛路51号,118.821404,32.170808,江苏省,南京市,栖霞区,
203,丽岛花园(东2门),商务住宅;商务住宅相关;商务住宅相关,集镇南路53号附近,118.823064,32.170855,江苏省,南京市,栖霞区,
204,金翔大厦(新港大道),商务住宅;楼宇;商务写字楼,新港经济技术开发区新港大道7号,118.893433,32.167606,江苏省,南京市,栖霞区,
205,臣功2期,商务住宅;商务住宅相关;商务住宅相关,新港大道20号,118.891302,32.168284,江苏省,南京市,栖霞区,
206,韩家桥,商务住宅;住宅区;住宅区,南石线,118.942921,32.165625,江苏省,南京市,栖霞区,
207,高家庄小区,商务住宅;住宅区;住宅小区,高家庄,118.96824,32.1658,江苏省,南京市,栖霞区,
208,涧畔居,商务住宅;商务住宅相关;商务住宅相关,虹余线,118.584167,32.154676,江苏省,南京市,浦口区,
209,捷顺达大厦,商务住宅;楼宇;商务写字楼,浦泗路与解放路交叉口向东,118.677112,32.164107,江苏省,南京市,浦口区,
210,中泰大厦,商务住宅;楼宇;商务写字楼,工地路与浦泗路交叉口东150米,118.676208,32.164052,江苏省,南京市,浦口区,
211,泰山街道流动人口天景中心公寓,商务住宅;住宅区;住宅小区,浦泗路南200米,118.682518,32.163308,江苏省,南京市,浦口区,
212,筛王桥公寓,商务住宅;住宅区;住宅小区,浦泗路29号附近,118.675667,32.163889,江苏省,南京市,浦口区,
213,国电南自高新能源B楼,商务住宅;楼宇;商务写字楼,惠达路西150米,118.691318,32.161586,江苏省,南京市,浦口区,
214,国电南自高新能源A楼,商务住宅;楼宇;商务写字楼,惠达路南150米,118.692779,32.160825,江苏省,南京市,浦口区,
215,国电南自高新能源C楼,商务住宅;楼宇;商务写字楼,惠达路西50米,118.691461,32.162473,江苏省,南京市,浦口区,
216,国电南自高新能源E楼,商务住宅;楼宇;商务写字楼,惠达路西150米,118.690883,32.161542,江苏省,南京市,浦口区,
217,国电南自高新能源D楼,商务住宅;楼宇;商务写字楼,惠达路西100米,118.691218,32.162116,江苏省,南京市,浦口区,
218,动漫大厦(星火路),商务住宅;楼宇;商务写字楼,星火路11号,118.697354,32.160466,江苏省,南京市,浦口区,
